ID;TITULAR;RUC;TITULO_PROYECTO;UNIDAD_PROYECTO;TIPO;ACTIVIDAD;FECHA_INICIO;ESTADO;DESCRIPCION;LONGITUD;LATITUD;RESOLUCION;LABEL;
256;PETROLERA MONTERRICO S.A.;20338598301;REUBICACI‡N DE 09 POZOS Y L÷NEAS DE CONDUCCI‡N - PROYECTO DE PERFORACI‡N DE POZOS DE DESARROLLO EN LOS LOTES II Y XV;SIN UNIDAD;ITS;Hidrocarburos;6/06/2019;Aprobado;SIN DESCRIPCION;-81.05678928;-4.36722324;RD N¯ 00152-2019-SENACE-PE/DEAR;null;
257;LUZ DEL SUR S.A.A.;20331898008;"NUEVA L÷NEA DE TRANSMISI‡N 60 KV ALTO PRADERA - LUR÷N""""";ALTO PRADERA LUR÷N;Clasificaci¢n;Electricidad;24/03/2017;Aprobado;SIN DESCRIPCION;-76.83499469;-12.29214037;RD N¯ 136-2017-SENACE/DCA;null;
259;ENERG÷A HIDRO S.A.C.;20535635111;LINEA DE TRANSMISION SHIMA-SUB ESTACION BELLAVISTA 7.3;L.T. SHIMA-BELLAVISTA;Clasificaci¢n;Electricidad;27/10/2016;Aprobado;SIN DESCRIPCION;-76.728;-6.9977;RD N¯ 004-2017-SENACE/DCA;null;
226;CIA MINERA RAURA S A;20100163552;ITS DE LA SEGUNDA MODIFICACI‡N DEL EIA-D;RAURA;ITS;Miner°a;20/08/2020;Aprobado;SIN DESCRIPCION;-70.39899865;-13.15209764;RD N¯ 00120-2020-SENACE-PE/DEAR;null;
228;PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL;20503503639;CONSTRUCCI‡N DEL PUENTE NACI‡N ASHµNINCA Y ACCESOS, UBICADO SOBRE EL R÷O ENE EN LA RED VIAL NACIONAL RUTA PE-28C, PROVINCIA DE SATIPO, REGI‡N JUN÷N;CONSTRUCCI‡N DEL PUENTE NACI‡N ASHµNINCA Y ACCESOS, UBICADO SOBRE EL R÷O ENE EN LA RED VIAL NACIONAL RUTA PE-28C, PROVINCIA DE SATIPO, REGI‡N JUN÷N;Clasificaci¢n;Transportes;4/11/2019;Aprobado;SIN DESCRIPCION;-73.96729044;-11.90912138;RD N¯ 00140-2020-SENACE-PE/DEIN;null;
229;COMPA•IA MINERA ARES S.A.C.;20192779333;"PRIMER INFORME TêCNICO SUSTENTATORIO DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO REMODELACI‡N DEL DEP‡SITO DE CONCENTRADOS MATARANI""""";DEP‡SITO DE CONCENTRADOS MATARANI;ITS;Miner°a;3/01/2020;Aprobado;SIN DESCRIPCION;-72.09902547;-17.00504958;RD N¯ 059-2020-SENACE-PE;null;
234;CONCESIONARIA IIRSA NORTE S.A.;20511004251;ITS PAR ALA OBRA ACCCESORIA DEL SECTOR KM 348+750 - KM 348+800 DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO N¯ 3 CORRAL QUEMADO - RIOJA;OBRA ACCCESORIA DEL SECTOR KM 348+750 - KM 348+800 DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO N¯ 3 CORRAL QUEMADO - RIOJA;ITS;Transportes;11/09/2019;Aprobado;SIN DESCRIPCION;-77.91241356;-5.71627175;RD N¯ 00028-2020-SENACE-PE/DEIN;null;
235;HUAURA POWER GROUP S.A.;20552721668;ITS N¯ 2 MODIFICACI‡N DE LA L÷NEA DE TRANSMISI‡N EN 66 KV S.E. YARUCAYA - S.E. ANDAHUASI;L.T. YARUCAYA;ITS;Electricidad;26/12/2016;Aprobado;SIN DESCRIPCION;-77.1711;-11.0848;RD N¯ 009-2017-SENACE/DCA;null;
236;EMPRESA MINERA LOS QUENUALES S.A.;20332907990;SEGUNDA MODIFICACI‡N DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA CASAPALCA;CASAPALCA;Clasificaci¢n;Miner°a;20/10/2021;Aprobado;SIN DESCRIPCION;-76.23448566;-11.5989636;Carta N¯ 00314-2021-SENACE-PE/DEAR;null;
281;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;20602114091;CREACI‡N DE LOS SERVICIOS DE PROTECCI‡N CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LE‡N EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA PROVINCIA DE TRUJILLO, DEPARTAMENTO DE LA LIBERTAD;SIN UNIDAD;IGAPRO;Agricultura;14/05/2022;Aprobado;SIN DESCRIPCION;-79.03693255;-8.00645607;RD N¯ 00126-2022-SENACE-PE/DEIN;null;
282;MUNICIPALIDAD DISTRITAL AYNA SAN FRANCISCO;20143159001;CREACI‡N DE CAMINO VECINAL SAN FRANCISCO - SAN MARTIN - LOS µNGELES - RIO PIENE, DISTRITO DE AYNA - LA MAR %u2013 AYACUCHO;CREACI‡N DE CAMINO VECINAL SAN FRANCISCO - SAN MARTIN - LOS µNGELES - RIO PIENE, DISTRITO DE AYNA - LA MAR %u2013 AYACUCHO;Clasificaci¢n;Transportes;26/06/2019;Aprobado;SIN DESCRIPCION;-73.78659068;-12.62685157;RD N¯ 00033-2020-SENACE-PE/DEIN;null;
283;COMPA•IA MINERA PODEROSA S.A.;20137025354;MEIA AMPLIACI‡N OPERACIONES MINERAS Y PLANTA DE BENEFICIO SANTA MAR÷A A 1000 TM;U.M. SANTA MARIA;MEIA-d;Miner°a;28/12/2016;Aprobado;SIN DESCRIPCION;-77.5891;-7.7745;RD N¯ 011-2017-SENACE-JEF/DEAR;null;
304;INTERSUR CONCESIONES S.A.;20511130124;"ITS PARA EL PROYECTO DEFENSAS RIBERE•AS EN 5 SECTORES DE LA CARRETERA INTEROCEµNICA SUR TRAMO 4: AZµNGARO INAMBARI (KM 102 + 400 - 129 + 500)""";SIN UNIDAD;ITS;Transportes;17/03/2017;Aprobado;SIN DESCRIPCION;-70.26678021;-14.51883515;RD N¯ 102-2017-SENACE/DCA;null;
305;ENEL GREEN POWER PERU S.A.;20543298574;MODIFICACI‡N DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA CENTRAL E‡LICA WAYRA I PARA EL PROYECTO WAYRA EXTENSI‡N;CENTRAL EOLICA WAYRA;MEIA-d;Electricidad;28/06/2019;Aprobado;SIN DESCRIPCION;-75.04547995;-15.06298557;RD N¯ 008-2020-SENACE-PE/DEAR;null;
306;MUNICIPALIDAD DISTRITAL DE SHUNQUI;20145882720;CREACI‡N DEL CAMINO VECINAL GOYLLARCANCHA %u2013 PALESTINA, CASHAPATA %u2013 SAN JUAN GLORIOSO, RAYO RATANAN %u2013 WILLCAPUQUIO, TAMBILLOS %u2013 GOLLUMYA, YURAJ YURAJ %u2013 WIRO WIRO PUNTA, HUANAC %u2013 SAN PEDRO (L=20+359.15*;CREACI‡N DEL CAMINO VECINAL GOYLLARCANCHA %u2013 PALESTINA, CASHAPATA %u2013 SAN JUAN GLORIOSO, RAYO RATANAN %u2013 WILLCAPUQUIO, TAMBILLOS %u2013 GOLLUMYA, YURAJ YURAJ %u2013 WIRO WIRO PUNTA, HUANAC %u2013 SAN PEDRO (L=20+359.15 KM) DISTRITO DE SHUNQUI %u2013 DOS DE MAYO - HUANUCO;Clasificaci¢n;Transportes;31/12/2019;Aprobado;SIN DESCRIPCION;-76.79547101;-9.73926399;RD N¯ 00098-2020-SENACE-PE/DEIN;null;
307;HYDRO GLOBAL PERU S.A.C.;20600538251;EIA-D PROYECTO %u201CL÷NEA DE TRANSMISI‡N PARA LA CONEXI‡N DE LA CENTRAL HIDROELêCTRICA SAN GABµN III AL SEIN%u201D;PROYECTO %u201CL÷NEA DE TRANSMISI‡N PARA LA CONEXI‡N DE LA CENTRAL HIDROELêCTRICA SAN GABµN III AL SEIN%u201D;EIA-d;Electricidad;31/07/2018;Aprobado;SIN DESCRIPCION;-70.42443186;-13.50716669;RD N¯ 00074-2019-SENACE-PE/DEIN;null;
277;CONSORCIO TRANSMANTARO S.A.;20383316473;MODIFICACI‡N DE LA UBICACI‡N DE LA TORRE T26 DE LA L÷NEA DE TRANSMISI‡N CHILCA-PLANICIE-ZAPALLAL A 220 KV;S.E. MATARO;ITS;Electricidad;20/01/2017;Aprobado;SIN DESCRIPCION;-76.8656173;-11.98051765;RD N¯ 035-2017-SENACE/DCA;null;
300;MINSUR S.A.;20100136741;QUINTO ITS DE LA UNIDAD MINERA SAN RAFAEL;U.M. SAN RAFAEL;ITS;Miner°a;13/02/2018;Aprobado;SIN DESCRIPCION;-70.3254;-14.2296;RD N¯ 048-2018-SENACE-JEF/DEAR;null;
302;VOLCAN COMPA•÷A MINERA S.A.A.;20383045267;CUARTO ITS DE LA U.M. MAHR TÈNEL;U.M. MAHR TÈNEL;ITS;Miner°a;30/11/2018;Aprobado;SIN DESCRIPCION;-76.04233832;-11.62308569;RD N¯ 009-2019-SENACE-PE/DEAR;null;
269;CONCESIONARIA INTEROCEµNICA SUR - TRAMO 3 S.A.;20511129975;ITS PARA LA AMPLIACI‡N DEL DEP‡SITO DE MATERIAL EXCEDENTE KM. 253+250 LI DEL PROYECTO CORREDOR VIAL INTEROCEµNICO SUR, PERÈ-BRASIL, TRAMO N¯3 INAMBARI- I•APARI;SIN UNIDAD;ITS;Transportes;2/11/2017;Aprobado;SIN DESCRIPCION;-70.38646891;-70.38646891;RD N¯ 037-2017-SENACE- JEF/DEIN;null;
273;PAN AMERICAN SILVER HUARON S.A.;20546191541;EVALUACI‡N DE LOS TêRMINOS DE REFERENCIA ESPEC÷FICOS PARA LA MEIA DE LA UM HUAR‡N;UNIDAD MINERA HUAR‡N;Clasificaci¢n;Miner°a;28/04/2022;Aprobado;SIN DESCRIPCION;-76.40030385;-11.00347006;RD N¯ 00036-2023-SENACE-PE/DEAR;null;
274;MUNICIPALIDAD DISTRITAL DE GRANADA;20202348221;"EVAP DEL PROYECTO: CAMINO VECINAL GRANADA, OLLEROS, DISTRITO DE GRANADA - CHACHAPOYAS - AMAZONAS.  SNIP N¯ 284627""""";SIN UNIDAD;Clasificaci¢n;Transportes;24/01/2018;Aprobado;SIN DESCRIPCION;-77.64375114;-6.0851561;RD N¯ 085-2018-SENACE-JEF/DEIN;null;
275;PETROTAL PERU S.R.L.;20513842377;MEJORA TECNOL‡GICA EN EL CONTROL DE EROSI‡N RIBERE•A Y MEJORAS EN EL MUELLE DE RECEPCI‡N Y DESPACHO DE HIDROCARBUROS (MUELLE DE CARGA L÷QUIDA) - LOCACI‡N 2A %u2013 LOTE 95;DESARROLLO;ITS;Hidrocarburos;30/10/2020;Aprobado;SIN DESCRIPCION;-74.32754357;-5.24219041;RD N¯ 00013-2021-SENACE-PE/DEAR;null;
279;CNPC PERÈ S.A.;20356476434;LOTE X;LOTE X;ITS;Hidrocarburos;7/11/2017;Aprobado;SIN DESCRIPCION;-81.23670977;-4.33770477;RD N¯ 010-2018-SENACE-JEF/DEAR;null;
280;INTERSUR CONCESIONES S.A.;20511130124;PROYECTO DE INGENIER÷A DE DETALLE DEL SECTOR CR÷TICO KM 231+700 AL 232+800 - TÈNEL DE OLLACHEA (KM 231+660 AL KM 232+800) DEL PROYECTO %u201CCORREDOR VIAL INTEROCEµNICO SUR, PERÈ%u2013BRASIL, TRAMO 4: AZµNGARO*;TÈNEL DE OLLACHEA (KM 231+660 AL KM 232+800) DEL PROYECTO %u201CCORREDOR VIAL INTEROCEµNICO SUR, PERÈ %u2013 BRASIL, TRAMO 4: AZµNGARO %u2013 PUENTE INAMBARI, II Y III ETAPA DE CONSTRUCCI‡N;ITS;Transportes;29/10/2019;Aprobado;SIN DESCRIPCION;-70.4776638;-13.80450909;RD N¯ 00030-2020-SENACE-PE/DEIN;null;
309;AUTORIDAD PORTUARIA NACIONAL;20509645150;CREACI‡N DEL TERMINAL PORTUARIODE SARAMIRIZA EN EL DISTRITO DE MANSERICHE - PROVINCIA DE DATEM DEL MARA•‡N;TERMINAL PORTUARIODE SARAMIRIZA;Clasificaci¢n;Transportes;2/12/2020;Aprobado;SIN DESCRIPCION;-77.41777008;-4.5720948;RD N¯ 00038-2021-SENACE-PE/DEIN;null;
311;ELECTRO ZA•A S.A.C.;20521783550;INFORME TêCNICO SUSTENTATORIO DE LA L÷NEA DE TRANSMISI‡N EN 60 KV C.H. ZA•A S.E. CAYALT÷;L.T. ZA•A-CAYAT;ITS;Electricidad;23/02/2017;Aprobado;SIN DESCRIPCION;-79.3585903;-6.87266482;RD N¯ 098-2017-SENACE/DCA;null;
312;CONCESIONARIA SURVIAL S.A.;20517216241;PPC PREVIO A LA MEIA-D DEL PROYECTO %u201CCORREDOR VIAL INTEROCEµNICO SUR PERÈ %u2013 BRASIL TRAMO I%u201D;SIN UNIDAD;Clasificaci¢n;Transportes;11/07/2018;Aprobado;SIN DESCRIPCION;-73.38088166;-14.5505555;RD N¯ 00032-2019-SENACE-PE/DEIN;null;
313;AGRICOLA ANDREA S.A.C.;20505688903;EVALUACI‡N AMBIENTAL PRELIMINAR DEL FUNDO GINI;FUNDO GINI;Clasificaci¢n;Agricultura;5/04/2022;Aprobado;SIN DESCRIPCION;-76.02987461;-13.7404556;RD N¯ 0132-2022-SENACE-PE/DEAR;null;
314;CONCESIONARIA IIRSA NORTE S.A.;20511004251;DEP‡SITO DE MATERIAL EXCEDENTE KM 180 + 620 LI ACCESO 4+760 KM- TRAMO 4 OLMOS - CORRAL QUEMADO (DISTRITO DE JAêN, PROVINCIA DE JAêN, REGI‡N CAJAMARCA).;CORREDOR VIAL AMAZONAS NORTE;ITS;Transportes;6/08/2018;Aprobado;SIN DESCRIPCION;-78.85800693;-6.00821737;RD N¯ 00015-2019-SENACE-PE/DEIN;null;
327;GAZ ET L'ENERGIE S.A.C.;20522662462;CENTRAL TêRMICA HUMAY;CT HUMAY;EIA-d;Electricidad;2/10/2018;Aprobado;SIN DESCRIPCION;-75.9584;-13.714;RD N¯ 130-2019-SENACE-PE/DEAR;null;
328;CONSORCIO MINERO HORIZONTE S.A.;20136150473;MEIA AMPLIACI‡N DEL DEP‡SITO RELAVES FILTRADOS, CIANURADOS Y DEP‡SITO DE DESMONTE DE MINA QDA. CURAUBAMBA;U.M. PARCOY;Clasificaci¢n;Miner°a;4/04/2016;Aprobado;SIN DESCRIPCION;-77.4967;-7.9797;RD N¯ 031-2016-SENACE/DCA;null;
329;PLUSPETROL PERÈ CORPORATION S.A.;20304177552;AMPLIACI‡N DEL SISTEMA DE AGUA CONTRA INCENDIOS Y EL LABORATORIO DE CONTROL DE CALIDAD DE LA PLANTA DE FRACCIONAMIENTO DE L÷QUIDOS DE GAS NATURAL DE PISCO;PLANTA PISCO;ITS;Hidrocarburos;12/10/2018;Aprobado;SIN DESCRIPCION;-76.22806521;-13.77465232;RD N¯ 00048-2018-SENACE-PE/DEAR;null;
330;SALAVERRY TERMINAL INTERNACION;20511130124;ITS PARA LA MODIFICACI‡N DE COMPONENTES TERRESTRES DEL PROYECTO DE MODERNIZACI‡N DE COMPONENTES TERRESTRES DEL PROYECTO DE MODERNIZACI‡N Y DESARROLLO DEL TERMINAL PORTUARIO MULTIPROP‡SITO DE SALAV;CORREDOR VIAL INTEROCEµNICO SUR, PERÈ %u2013BRASIL, TRAMO 04;ITS;Transportes;30/06/2020;Aprobado;SIN DESCRIPCION;-78.98241216;-8.22910336;RD N¯ 00057-2020-SENACE;null;
331;MUNICIPALIDAD DISTRITAL DE CUJILLO;20201571350;CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA ENTRE LAS COMUNIDADES DE CUNUAT %u2013 EL ROLLO Y NUEVO COLLAQUE %u2013 EL PARA÷SO 4 LOCALIDADES DEL DISTRITO DE CUJILLO %u2013 PROVINCIA DE CUTERVO %u2013 DEPARTAMENTO DE CAJAMARCA;GERENCIA DE INFRAESTRUCTURA DE DESARROLLO URBANO Y RURAL;Clasificaci¢n;Transportes;9/11/2020;Aprobado;SIN DESCRIPCION;-78.55056942;-6.12611092;"RD N¯ 00055-2021-SENACE-PE/DEIN";null;
332;COMPA•÷A MINERA KOLPA S.A.;20600020022;QUINTO INFORME TêCNICO SUSTENTATORIO PARA LA MODIFICACI‡N DE COMPONENTES DE LA UNIDAD MINERA HUACHOCOLPA UNO;HUACHOCOLPA UNO;ITS;Miner°a;21/08/2020;Aprobado;SIN DESCRIPCION;-70.39899865;-13.15209764;RD N¯ 00109-2020-SENACE-PE/DEAR;null;
333;CNPC PERU S.A.;20356476434;ESTIMULACI‡N POR INYECCI‡N C÷CLICA DE GAS EN 270 POZOS DEL LOTE X;LOTE X;ITS;Hidrocarburos;20/01/2022;Aprobado;SIN DESCRIPCION;-81.1961135;-4.38886666;RD N¯ 00110-2022-SENACE-PE/DEAR;null;
334;COMPA•÷A DE MINAS BUENAVENTURA S.A.A.;20100079501;MODIFICACI‡N DEL PLAN DE PARTICIPACI‡N CIUDADANA DE LA MODIFICACI‡N DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA TAMBOMAYO;TAMBOMAYO;MPPC;Miner°a;10/10/2022;Aprobado;SIN DESCRIPCION;-71.93645692;-15.46559553;;null;
335;MINERA LAS BAMBAS S.A.;20538428524;PRIMER INFORME TêCNICO SUSTENTATORIO DE LA TERCERA MODIFICACI‡N DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA LAS BAMBAS;U.M. LAS BAMBAS;ITS;Miner°a;30/11/2018;Aprobado;SIN DESCRIPCION;-72.31043183;-14.07406315;RD N¯ 030-2019-SENACE-PE/DEAR;null;
337;MINSUR S.A.;20100136741;EVAP PARA LA SEGUNDA MEIA DE LA UNIDAD MINERA PUCAMARCA;U.M. PUCAMARCA;Clasificaci¢n;Miner°a;9/01/2017;Aprobado;SIN DESCRIPCION;-69.66784948;-17.61102808;RD N¯ 105-2017-SENACE/DCA;null;
339;MINSUR S. A.;20100136741;EXPLOTACI‡N, BENEFICIO Y LABOR GENERAL MINERO METµLICOS;PUCAMARCA;ITS;Miner°a;20/07/2022;Aprobado;SIN DESCRIPCION;-69.80874806;-17.81782776;RD N¯ 00153-2022-SENACE-PE/DEAR;null;
351;INTERSUR CONCESIONES S.A.;20511130124;INFORME TêCNICO SUSTENTATORIO PARA LA CANTERA-DME PACAJE II KM 188+380 LD DEL PROYECTO CORREDOR VIAL INTEROCEµNICO SUR PERÈ-BRASIL, TRAMO N¯ 4 AZµNGARO %u2013 PUENTE INAMBARI.;CANTERA-DME PACAJE II KM 188+380 LD EN EL TRAMO N¯ 4 AZµNGARO %u2013 PUENTE INAMBARI;ITS;Transportes;15/03/2022;Aprobado;SIN DESCRIPCION;-70.45398273;-14.01547639;RD N¯ 00124-2022-SENACE-PE/DEIN;null;
353;APUMAYO S.A.C.;20547735014;SEGUNDO ITS DE LA UNIDAD MINERA APUMAYO;SIN UNIDAD;ITS;Miner°a;13/12/2018;Aprobado;SIN DESCRIPCION;-73.92157215;-14.95685863;RD N¯ 0019-2019-SENACE-PE/DEAR;null;
354;CONCESIONARIA INTEROCEµNICA SUR - TRAMO 2 S.A.;20511125040;ITS DE LOS DEP‡SITOS DE MATERIAL EXCEDENTE KM 05+736 LI ZONA 1, KM 5+736 LI ZONA 2 Y KM 05+700 LI ZONA 3 DEL PROYECTO CORREDOR VIAL INTEROCEµNICA SUR, PERÈ-BRASIL, TRAMO 2;" URCOS - PUENTE INAMBARI""""";SIN UNIDAD;ITS;Transportes;8/09/2017;Aprobado;SIN DESCRIPCION;-71.61507233;-13.66806215;RD N¯ 008-2017-SENACE- JEF/DEIN;null
356;HUDBAY PERU S.A.C.;20511165181;PLAN DE PARTICIPACI‡N CIUDADANA (CON TUPA) - 03396-2016 - PROPUESTA DE MECANISMOS DE PARTICIPACI‡N CIUDADANA PREVIOS A LA PRESENTACI‡N DE LA TERCERA MEIA DE LA UM CONSTANCIA;CONSTANCIA;PPC;Miner°a;28/02/2020;Aprobado;SIN DESCRIPCION;-71.78682045;-14.47934186;RD N¯ 00095-2020-SENACE-PE/DEAR;null;
343;CNPC PERU S.A.;20356476434;MODIFICACI‡N DE LA UBICACI‡N, TAMA•O DE LA PLATAFORMA, PROFUNDIDAD, V÷AS DE ACCESO Y L÷NEAS DE CONDUCCI‡N DE 205 POZOS DE DESARROLLO EN EL LOTE X;LOTE X;ITS;Hidrocarburos;26/11/2018;Aprobado;SIN DESCRIPCION;-81.13163633;-4.25478293;RD N¯ 00025-2019-SENACE-PE/DEAR;null;
344;COMPA•÷A MINERA MILPO S.A.A.;20492744833;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO MINERO EL PADRINO;U.M. EL PADRINO;EIA-d;Miner°a;29/10/2018;Aprobado;SIN DESCRIPCION;-77.0335;-9.9549;RD N¯ 00101-2020-SENACE-PE/DEAR;null;
346;NATUCULTURA S.A.;20451871286;EVALUACI‡N AMBIENTAL PRELIMINAR DE LA PLANTA DE PROCESO DE SEMILLA Y OFICINAS  ADMINISTRATIVAS DE DE LA EMPRESA NATUCULTURA S.A.;NATUCULTURA;Clasificaci¢n;Agricultura;20/03/2019;Aprobado;SIN DESCRIPCION;-76.3819833;-13.00621581;RD N¯ 00151-2019-SENACE-PE/DEAR;null;
347;REPSOL EXPLORACI‡N PERÈ, SUCURSAL DEL PERÈ;20258262728;MODIFICACI‡N Y OPTIMIZACI‡N DE LOS PUNTOS CONTROL DEL MONITOREO F÷SICO-QU÷MICO DEL PROYECTO DE DESARROLLO DEL µREA SUR DEL CAMPO KINTERONI Y CAMPAMENTO BASE OPERATIVO NUEVO MUNDO;LOTE 57;ITS;Hidrocarburos;17/03/2017;Aprobado;SIN DESCRIPCION;-72.89122387;-11.73519681;RD N¯ 160-2017-SENACE-DCA;null;
348;PRODUCTOS Y SERVICIOS DE MANTENIMIENTO Y SEGURIDAD INDUSTRIAL S.R.L. - PROMAS S.R.L.;20397923381;"AMPLIACI‡N DE LA CAPACIDAD DE TRATAMIENTO DEL INCINERACI‡N DE 60 KG/H A 100 KG/H E INCREMENTO DE LOS TIPOS DE RESIDUOS A INCINERAR DEL PROYECTO
%u201CSISTEMA DE TRATAMIENTO DE RESIDUOS S‡LIDOS PELIGROSOS DE ESTABLECIMIENTOS
DE ATENCI‡N DE SALUD";"SISTEMA DE TRATAMIENTO DE RESIDUOS S‡LIDOS PELIGROSOS DE ESTABLECIMIENTOS
DE ATENCI‡N DE SALUD";ITS;Residuos S¢lidos;16/12/2020;Aprobado;SIN DESCRIPCION;-79.06600368;-8.0498615;RD N¯ 00021-2021-SENACE-PE/DEIN;null;
349;AMAZONAS ENERG÷A  S.A.C.;20557820249;PROYECTO CENTRAL HIDROELECTRICA LORENA;SIN UNIDAD;PPC;Electricidad;2/01/2017;Aprobado;SIN DESCRIPCION;-78.43858458;-78.43858458;RD N¯ 0237-2017-SENACE/DCA;null;
350;ELECTRONORTE S.A.;20141614143;PPC PARA LA ELABORACI‡N Y EVALUACI‡N DE LA MEIA DEL PROYECTO %u201COBRAS DE AFIANZAMIENTO HIÔDRICO DE XXX SUBCUENCHAS MOYA Y QUILLOÔN;SIN UNIDAD;PPC;Electricidad;18/11/2021;Aprobado;SIN DESCRIPCION;-75.42316617;-75.42316617;RD N¯ 00157-2021-SENACE-PE/DEAR;null;
315;COSCO SHIPPING PORTS CHANCAY PERU S.A.;20604303398;MEIA-D DEL PROYECTO AMPLIACI‡N DE LA ZONA OPERATIVA PORTUARIA %u2013 ETAPA 1 DEL TERMINAL PORTUARIO MULTIPROP‡SITO DE CHANCAY;AMPLIACI‡N DE LA ZONA OPERATIVA PORTUARIA %u2013 ETAPA 1 DEL TERMINAL PORTUARIO MULTIPROP‡SITO DE CHANCAY;IntegrAmbiente;Transportes;25/02/2020;Aprobado;SIN DESCRIPCION;-77.27812268;-11.58641255;RD N¯ 00158-2020-SENACE-PE/DEIN;null;
316;CONCESIONARIA IIRSA NORTE S.A.;20511004251;INFORME TêCNICO SUSTENTATORIO PARA LA PLANTA INDUSTRIAL KM 02+500 LI, DEL PROYECTO CORREDOR VIAL AMAZONAS NORTE, TRAMO N¯ 01: TARAPOTO -YURIMAGUAS;TRAMO I;ITS;Transportes;17/09/2021;Aprobado;SIN DESCRIPCION;-76.28885942;-6.45512162;RD N¯ 00205-2021-SENACE-PE/DEIN;null;
319;NEXA RESOURCES PERU S.A.A.;20100110513;TERCER ITS DEL PROYECTO PUKAQAQA;U.M. PUKAQAQA;ITS;Miner°a;31/12/2019;Aprobado;SIN DESCRIPCION;-75.07225486;-12.72351772;RD N¯ 00032 -2020-SENACE-PE/DEAR;null;
320;MINERA VETA DORADA S.A.C.;20536126440;AMPLIACI‡N DE LA PLANTA DE BENEFICIO VETA DORADA A 516 TMD;PLANTA DE BENEFICIO VETA DORADA;ITS;Miner°a;20/11/2021;Aprobado;SIN DESCRIPCION;-74.24783259;-15.80219811;RD N¯ 00006-2022-SENACE-PE/DEAR;null;
322;SOCIEDAD MINERA EL BROCAL S.A.A.;20100017572;QUINTO INFORME TêCNICO SUSTENTATORIO DE LA UNIDAD MINERA (U.M.) COLQUIJIRCA;COLQUIJIRCA;ITS;Miner°a;10/04/2019;Aprobado;SIN DESCRIPCION;-76.27104119;-10.75828603;RD N¯ 090-2019-SENACE-PE/DEAR;null;
323;TRANSMISORA ELêCTRICA DEL SUR 3 S.A. - TESUR 3;20601053391;PROYECTO LINEA DE TRANSMISION ELECTRICA 220 KV LOS HEOES - MONTALVO Y SUBESTACIONES ASOCIADAS;L.T. HEROES-MONTALVO;Clasificaci¢n;Electricidad;23/08/2016;Aprobado;SIN DESCRIPCION;-70.9037;-17.6221;RD N¯ 100-2016-SENACE/DCA;null;
324;COMPA•÷A MINERA ARES S.A.C.;20192779333;MODIFICACION DE ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ARCATA;U.M. ARCATA;Clasificaci¢n;Miner°a;7/01/2018;Aprobado;SIN DESCRIPCION;-72.32039022;-14.9669046;RD N¯ 049-2018-SENACE-JEF/DEAR;null;
325;CONCESIONARIA IIRSA NORTE S.A.;20511004251;INFORME TêCNICO SUSTENTATORIO PARA LA HABILITACI‡N DE DEP‡SITOS DE MATERIAL EXCEDENTE KM 248+670 LD, KM 268+943 LD, KM 437+010 LD Y KM 440+000 LD DEL CORREDOR VIAL AMAZONAS NORTE (IIRSA NORTE), TRAMO 03: RIOJA %u2013 CORRAL QUEMADO;TRAMO III;ITS;Transportes;9/11/2022;Aprobado;SIN DESCRIPCION;-77.4341878;-5.77621881;RD N¯ 00048-2023-SENACE-PE/DEIN;null;
326;PETROLEOS DEL PERU PETROPERU S.A.;20100128218;MODIFICACI‡N DE UNIDADES AUXILIARES DEL PROYECTO DE MODERNIZACI‡N REFINER÷A TALARA;REFINERIA TALARA;ITS;Hidrocarburos;13/09/2019;Aprobado;SIN DESCRIPCION;-81.28286428;-4.58001258;RD N¯ 00052-2020-SENACE-PE/DEAR;null;
372;REPSOL EXPLORACION PERU SUCURSAL DEL PERU;20258262728;MEJORAS DE LA GESTI‡N AMBIENTAL EN LAS ACTIVIDADES DE OPERACI‡N DEL LOTE 57;LOTE 57;ITS;Hidrocarburos;31/12/2018;Aprobado;SIN DESCRIPCION;-73.31433314;-11.46448235;RD N¯ 00068-2019-SENACE-PE/DEAR;null;
